,CXOGBS,GBS_NAME,X_RAJ2000,e_RAJ2000,X_DEJ2000,e_DEJ2000,X_COUNTS,ObsID,OAxis,Ndet,X_ERR_R,HR,e_HR
574,J174459.2-265109,CX575 ,266.24685,0.57,-26.85272,0.18,5,8660,5.98,1,3.49333805519,0.0,0.0
575,J174455.1-271752,CX576 ,266.22989,0.52,-27.29794,0.47,5,8647,7.62,1,5.30103864991,0.0,0.0
576,J174453.2-265841,CX577 ,266.22178,0.24,-26.9783,0.17,5,8648,3.3,1,1.8616688126,0.0,0.0
577,J174442.3-311633,CX578 ,266.17636,0.26,-31.2761,0.17,5,8750,2.75,1,1.6570789866,0.0,0.0
578,J174432.4-313951,CX579 ,266.13525,0.21,-31.66433,0.11,5,8763,4.32,1,2.3322758773,0.0,0.0
579,J174431.2-260901,CX580 ,266.13026,0.42,-26.15043,0.11,5,9986,5.06,1,2.78788643381,0.0,0.0
580,J174427.1-255308,CX581 ,266.11325,0.82,-25.88579,0.18,5,10012,6.68,1,4.16791443864,0.0,0.0
581,J174414.6-272307,CX582 ,266.06084,0.27,-27.38551,0.09,5,8646,3.03,1,1.75414103419,0.0,0.0
582,J174411.1-260116,CX583 ,266.04629,0.28,-26.02137,0.54,5,9987,7.56,1,5.22197383829,0.0,0.0
583,J174400.5-254402,CX584 ,266.00234,0.28,-25.73398,0.35,5,10012,4.38,1,2.36987568615,0.0,0.0
584,J174349.1-312459,CX585 ,265.95473,0.35,-31.41657,0.7,5,8751,7.9,1,5.69675440649,0.0,0.0
585,J174349.0-255606,CX586 ,265.95452,0.47,-25.93508,0.21,5,10011,3.33,1,1.87069793602,0.0,0.0
586,J174342.4-271955,CX587 ,265.92682,0.22,-27.33196,0.14,5,8646,5.66,1,3.22146096792,0.0,0.0
587,J174339.0-262719,CX588 ,265.9126,0.37,-26.45537,0.31,5,9985,4.1,1,2.21997990257,0.0,0.0
588,J174326.0-272410,CX589 ,265.85862,0.56,-27.40304,0.2,5,8657,6.14,1,3.63949320206,0.0,0.0
589,J174322.0-261432,CX590 ,265.84191,0.27,-26.2424,0.38,5,10010,4.61,1,2.50206130377,0.0,0.0
590,J174307.2-271848,CX591 ,265.78005,0.46,-27.31349,0.33,5,8657,5.02,1,2.7591684921,0.0,0.0
591,J174256.4-272418,CX592 ,265.73516,0.25,-27.40506,0.18,5,8657,0.98,1,1.21305843545,0.0,0.0
592,J174251.3-265653,CX593 ,265.71396,0.1,-26.94828,0.3,5,8669,3.41,1,1.90691131619,0.0,0.0
593,J174246.2-271353,CX594 ,265.69283,0.25,-27.2315,0.32,5,8668,4.66,1,2.53049615052,0.0,0.0
594,J174243.8-270500,CX595 ,265.68254,0.55,-27.08338,0.57,5,8668,6.95,1,4.46267977429,0.0,0.0
595,J174241.3-272700,CX596 ,265.67211,0.29,-27.45011,0.09,5,8657,5.23,1,2.90301752799,0.0,0.0
596,J174239.7-262655,CX597 ,265.6655,0.27,-26.44887,0.31,5,10009,4.16,1,2.24797926321,0.0,0.0
597,J174215.6-274557,CX598 ,265.56513,0.25,-27.7659,0.22,5,8655,5.37,1,2.99925170131,0.0,0.0
598,J174209.9-263746,CX599 ,265.5416,0.29,-26.62952,0.22,5,10008,3.34,1,1.87069793602,0.0,0.0
599,J174156.3-275203,CX600 ,265.48468,0.34,-27.8675,0.38,5,8655,4.89,1,2.673183639,0.0,0.0
600,J174141.1-270041,CX601 ,265.42126,0.25,-27.01159,0.35,5,9982,4.48,1,2.42641933058,0.0,0.0
601,J174129.6-280117,CX602 ,265.37368,0.29,-28.02144,0.2,5,8654,3.26,1,1.84364062871,0.0,0.0
602,J174106.9-265902,CX603 ,265.2788,0.24,-26.98412,0.09,5,10006,2.2,1,1.48523088031,0.0,0.0
603,J174101.2-274914,CX604 ,265.2554,0.2,-27.8206,0.2,5,8665,3.57,1,1.97063714768,0.0,0.0
604,J174047.6-281954,CX605 ,265.19849,0.29,-28.33176,0.24,5,8201,1.73,1,1.3694928871,0.0,0.0
605,J174037.3-282425,CX606 ,265.15558,0.1,-28.40698,0.11,5,8687,5.87,1,3.39608756775,0.0,0.0
606,J174036.5-283959,CX607 ,265.15233,0.19,-28.66664,0.37,5,8677,6.37,1,3.85438850764,0.0,0.0
607,J174032.1-283341,CX608 ,265.1341,0.12,-28.56157,0.36,5,8676,3.88,1,2.10853284722,0.0,0.0
608,J174029.8-281941,CX609 ,265.12444,0.35,-28.32808,0.17,5,8687,2.36,1,1.53606990981,0.0,0.0
609,J173956.2-280928,CX610 ,264.98421,0.27,-28.15804,0.14,5,8200,3.97,1,2.15485748202,0.0,0.0
610,J173950.4-270914,CX611 ,264.96028,0.48,-27.15413,0.61,5,10005,7.54,1,5.19233192004,0.0,0.0
611,J173948.8-284434,CX612 ,264.95338,0.27,-28.74286,0.47,5,8677,5.75,1,3.29900148042,0.0,0.0
612,J173938.0-272135,CX613 ,264.90866,0.34,-27.35986,0.18,5,10004,2.86,1,1.69219111445,0.0,0.0
613,J173919.6-282419,CX614 ,264.83207,0.41,-28.4054,0.26,5,8698,4.74,1,2.57796640161,0.0,0.0
614,J173919.1-272240,CX615 ,264.82982,0.24,-27.3779,0.64,5,10004,7.0,1,4.52171546737,0.0,0.0
615,J173908.4-292344,CX616 ,264.78503,0.52,-29.39569,0.43,5,8680,8.72,1,7.04580802803,0.0,0.0
616,J173905.5-283459,CX617 ,264.77297,0.59,-28.58323,0.42,5,8699,6.2,1,3.68828019107,0.0,0.0
617,J173733.0-285634,CX618 ,264.38762,0.2,-28.94304,0.22,5,8701,1.44,1,1.3054925384,0.0,0.0
618,J173708.1-285457,CX619 ,264.28382,0.26,-28.91597,0.24,5,8701,5.66,1,3.22146096792,0.0,0.0
619,J173706.9-291314,CX620 ,264.27876,0.86,-29.22076,0.56,5,8702,6.48,1,3.96204628542,0.0,0.0
620,J173704.2-291224,CX621 ,264.26758,0.29,-29.20677,0.18,5,8702,5.53,1,3.12470970937,0.0,0.0
621,J173654.1-295231,CX622 ,264.22582,0.26,-29.87543,0.38,5,8683,2.96,1,1.72751577933,0.0,0.0
622,J173649.7-281742,CX623 ,264.20729,0.29,-28.2952,0.22,5,10015,4.45,1,2.40755285878,0.0,0.0
623,J173636.6-291907,CX624 ,264.15271,0.37,-29.31879,0.22,5,8703,2.53,1,1.58754866628,0.0,0.0
624,J173632.1-285913,CX625 ,264.13387,0.19,-28.98709,0.22,5,9994,4.63,1,2.51153553983,0.0,0.0
625,J173626.8-300717,CX626 ,264.11187,0.41,-30.12162,0.18,5,8684,2.7,1,1.63960689429,0.0,0.0
626,J173615.9-283309,CX627 ,264.0663,0.49,-28.55277,0.23,5,10016,5.04,1,2.76873811832,0.0,0.0
627,J173554.0-300947,CX628 ,263.97506,0.1,-30.16325,0.43,5,8684,5.19,1,2.87419741281,0.0,0.0
628,J173552.2-292259,CX629 ,263.96776,0.79,-29.38321,0.91,5,8703,8.32,1,6.35085905747,0.0,0.0
629,J173534.3-290019,CX630 ,263.89313,0.72,-29.0053,0.41,5,10018,6.46,1,3.94246252586,0.0,0.0
630,J173443.8-290950,CX631 ,263.68291,0.38,-29.16396,0.33,5,10019,4.37,1,2.36046833654,0.0,0.0
631,J173353.9-292355,CX632 ,263.47489,0.28,-29.39868,0.78,5,10021,6.01,1,3.52254322441,0.0,0.0
632,J173318.7-300522,CX633 ,263.32822,0.44,-30.0895,0.18,5,10000,3.78,1,2.06237987961,0.0,0.0
633,J173316.6-294003,CX634 ,263.31933,0.26,-29.6675,0.18,5,10022,2.25,1,1.50210211631,0.0,0.0
634,J173315.8-295908,CX635 ,263.31605,0.56,-29.9857,0.26,5,9999,7.18,1,4.7285315657,0.0,0.0
635,J173315.7-295904,CX636 ,263.31571,0.61,-29.98449,0.37,5,10000,6.92,1,4.43317163753,0.0,0.0
636,J173308.4-295728,CX637 ,263.28525,0.52,-29.95779,0.66,5,9999,7.24,1,4.80739126427,0.0,0.0
637,J173301.7-295519,CX638 ,263.2572,0.79,-29.92203,0.33,5,10023,6.82,1,4.31520692063,0.0,0.0
638,J173242.3-295040,CX639 ,263.1764,0.26,-29.84445,0.22,5,10023,3.08,1,1.77195111891,0.0,0.0
639,J173200.3-300050,CX640 ,263.00161,0.34,-30.01394,0.32,5,10024,3.8,1,2.07159618841,0.0,0.0
640,J173144.3-300342,CX641 ,262.93498,0.12,-30.06177,0.26,5,10024,2.88,1,1.7010028712,0.0,0.0
641,J175555.1-280200,CX642 ,268.97978,0.24,-28.03334,0.55,5,8738,7.56,1,5.22197383829,0.0,0.0
642,J175327.7-282222,CX643 ,268.36561,0.35,-28.37291,0.26,5,8713,5.42,1,3.0378134847,0.0,0.0
643,J175217.2-282932,CX644 ,268.07168,0.52,-28.49233,0.09,5,8712,4.33,1,2.34166837272,0.0,0.0
644,J174633.4-262314,CX645 ,266.63924,0.25,-26.38732,0.22,5,8651,2.69,1,1.63960689429,0.0,0.0
645,J173506.1-292112,CX646 ,263.77561,0.29,-29.35337,0.32,5,9996,4.43,1,2.39812651205,0.0,0.0
646,J173325.4-293127,CX647 ,263.35599,0.41,-29.52441,0.11,5,10021,4.25,1,2.29475723505,0.0,0.0
647,J175543.7-272413,CX648 ,268.93226,0.24,-27.40386,0.11,4,8718,4.59,1,2.74960192897,0.0,0.0
648,J175524.5-281037,CX649 ,268.85249,0.5,-28.17696,0.25,4,8737,4.96,1,3.00888862669,0.0,0.0
649,J175408.3-284826,CX650 ,268.53482,0.34,-28.80727,0.2,4,8734,4.15,1,2.47366343059,0.0,0.0
650,J174703.7-261108,CX651 ,266.76545,0.19,-26.18575,0.39,4,8652,3.17,1,1.97977543368,0.0,0.0
651,J174001.4-285315,CX652 ,265.00584,0.23,-28.88756,0.11,4,8678,5.3,1,3.26990990209,0.0,0.0
652,J173902.6-284122,CX653 ,264.76101,0.12,-28.68955,0.3,4,8689,3.11,1,1.95238591672,0.0,0.0
653,J173621.3-300139,CX654 ,264.08904,0.47,-30.02765,0.3,4,8684,5.61,1,3.53228124133,0.0,0.0
654,J173343.8-295707,CX655 ,263.4328,0.35,-29.95205,0.36,4,9999,3.95,1,2.36046833654,0.0,0.0
655,J173143.6-300848,CX656 ,262.93172,0.51,-30.1467,0.36,4,10024,5.14,1,3.14404369687,0.0,0.0
656,J175746.8-273309,CX657 ,269.44522,0.75,-27.55269,0.17,4,8740,6.32,1,4.22680857951,0.0,0.0
657,J175744.1-271708,CX658 ,269.43378,0.23,-27.28557,0.28,4,8741,2.85,1,1.84364062871,0.0,0.0
658,J175738.3-271954,CX659 ,269.40988,0.0,-27.33193,0.32,4,8741,2.74,1,1.80770870657,0.0,0.0
659,J175701.2-273443,CX660 ,269.25518,0.3,-27.57879,0.32,4,8740,4.96,1,3.00888862669,0.0,0.0
660,J175648.6-274201,CX661 ,269.20286,0.24,-27.70035,0.11,4,8739,1.82,1,1.50210211631,0.0,0.0
661,J175642.1-274554,CX662 ,269.17579,0.23,-27.76509,0.21,4,8739,2.38,1,1.67460764593,0.0,0.0
662,J175630.9-273139,CX663 ,269.12885,0.3,-27.52769,0.17,4,8729,3.22,1,1.99807676725,0.0,0.0
663,J175627.6-272119,CX664 ,269.11523,0.36,-27.3553,0.32,4,8730,4.81,1,2.90301752799,0.0,0.0
664,J175603.8-272415,CX665 ,269.01616,0.42,-27.40439,0.11,4,8718,6.15,1,4.05022354541,0.0,0.0
665,J175601.7-274448,CX666 ,269.00715,0.53,-27.74677,0.12,4,8728,3.91,1,2.34166837272,0.0,0.0
666,J175600.0-280913,CX667 ,269.00019,0.36,-28.15387,0.25,4,8737,3.79,1,2.27602960609,0.0,0.0
667,J175555.8-280555,CX668 ,268.98265,0.12,-28.0988,0.39,4,8737,3.39,1,2.08081973458,0.0,0.0
668,J175554.4-272528,CX669 ,268.97707,0.6,-27.42466,0.39,4,8718,6.15,1,4.05022354541,0.0,0.0
669,J175551.6-274756,CX670 ,268.96539,0.23,-27.79913,0.37,4,8728,4.37,1,2.60649396083,0.0,0.0
670,J175547.6-280846,CX671 ,268.94842,0.12,-28.14616,0.12,4,8737,1.14,1,1.3292895726,0.0,0.0
671,J175545.9-281606,CX672 ,268.94134,0.7,-28.26855,0.63,4,8737,8.11,1,6.70813019908,0.0,0.0
672,J175528.3-282336,CX673 ,268.86824,0.41,-28.39348,0.2,4,8736,5.05,1,3.07641199579,0.0,0.0
673,J175519.8-275632,CX674 ,268.83274,0.42,-27.94224,0.12,4,8727,1.68,1,1.46007217898,0.0,0.0
674,J175434.0-283219,CX675 ,268.64171,0.23,-28.5387,0.11,4,8735,1.24,1,1.3533332065,0.0,0.0
675,J175432.5-282809,CX676 ,268.63554,0.34,-28.46941,0.2,4,8735,4.32,1,2.57796640161,0.0,0.0
676,J175415.1-282248,CX677 ,268.56329,0.3,-28.38006,0.11,4,8725,3.06,1,1.93416927073,0.0,0.0
677,J175413.9-283657,CX678 ,268.55825,0.92,-28.61595,0.11,4,8735,7.37,1,5.53839424092,0.0,0.0
678,J175413.7-283343,CX679 ,268.55729,0.12,-28.56214,0.37,4,8735,5.88,1,3.78594912378,0.0,0.0
679,J175412.2-283920,CX680 ,268.55097,0.41,-28.65568,0.28,4,8734,5.06,1,3.08606720079,0.0,0.0
680,J175405.6-284732,CX681 ,268.52348,0.5,-28.79238,0.2,4,8734,3.27,1,2.02558899282,0.0,0.0
681,J175404.1-284221,CX682 ,268.51748,0.23,-28.70597,0.28,4,8734,2.05,1,1.57032186759,0.0,0.0
682,J175402.5-282201,CX683 ,268.51059,0.14,-28.36705,0.12,4,8725,2.33,1,1.6570789866,0.0,0.0
683,J175400.5-284331,CX684 ,268.50232,0.31,-28.72551,0.21,4,8734,1.67,1,1.46007217898,0.0,0.0
684,J175356.5-284657,CX685 ,268.48558,0.31,-28.78274,0.11,4,8734,3.57,1,2.16414203966,0.0,0.0
685,J175348.0-283012,CX686 ,268.45004,0.23,-28.50351,0.17,4,8724,3.25,1,2.01641036692,0.0,0.0
686,J175346.4-283016,CX687 ,268.44336,0.41,-28.5047,0.2,4,8724,2.93,1,1.87973688792,0.0,0.0
687,J175342.3-283531,CX688 ,268.42627,0.36,-28.592,0.21,4,8724,3.58,1,2.17343294532,0.0,0.0
688,J175339.8-282931,CX689 ,268.41587,0.4,-28.49214,0.2,4,8724,2.78,1,1.81667574647,0.0,0.0
689,J175336.7-281144,CX690 ,268.40297,0.2,-28.19569,0.36,4,8714,3.77,1,2.26667394387,0.0,0.0
690,J175324.2-282709,CX691 ,268.35097,0.31,-28.45267,0.3,4,8724,5.69,1,3.61023694068,0.0,0.0
691,J175305.2-291301,CX692 ,268.27181,0.12,-29.21716,0.27,4,8732,4.65,1,2.78788643381,0.0,0.0
692,J175250.2-283947,CX693 ,268.20932,0.53,-28.6633,0.61,4,8712,8.57,1,7.56265897471,0.0,0.0
693,J175248.5-285648,CX694 ,268.20237,0.23,-28.9469,0.28,4,8722,3.78,1,2.27602960609,0.0,0.0
694,J175240.1-292057,CX695 ,268.16737,0.24,-29.3494,0.11,4,8731,2.28,1,1.63960689429,0.0,0.0
695,J175230.3-291636,CX696 ,268.12641,0.23,-29.2768,0.17,4,8731,3.85,1,2.31350616334,0.0,0.0
696,J175224.2-290238,CX697 ,268.10106,0.7,-29.04398,0.64,4,8722,6.52,1,4.45284299833,0.0,0.0
697,J175220.8-290427,CX698 ,268.08693,0.9,-29.0742,0.3,4,8721,6.18,1,4.07963365608,0.0,0.0
698,J175217.4-283717,CX699 ,268.07291,0.41,-28.62139,0.36,4,8711,7.81,1,6.20208922604,0.0,0.0
699,J175148.4-283909,CX700 ,267.95184,0.23,-28.65263,0.2,4,8711,5.67,1,3.59073958507,0.0,0.0
700,J175141.0-291855,CX701 ,267.92101,0.0,-29.31542,0.27,4,8720,3.56,1,2.16414203966,0.0,0.0
701,J175139.4-285243,CX702 ,267.9143,0.23,-28.87864,0.2,4,8710,4.27,1,2.54947264504,0.0,0.0
702,J175133.6-285507,CX703 ,267.89027,0.12,-28.91879,0.17,4,8710,1.62,1,1.44340249682,0.0,0.0
703,J175127.1-285851,CX704 ,267.8631,0.36,-28.98101,0.27,4,8710,2.68,1,1.78087359681,0.0,0.0
704,J175116.0-292344,CX705 ,267.81702,0.12,-29.39565,0.36,4,8720,4.0,1,2.38870483062,0.0,0.0
705,J175112.1-291725,CX706 ,267.80049,0.2,-29.29031,0.17,4,8720,4.27,1,2.54947264504,0.0,0.0
706,J175044.6-300715,CX707 ,267.68613,0.31,-30.12109,0.36,4,8765,4.3,1,2.56846467132,0.0,0.0
707,J175039.9-300656,CX708 ,267.6665,0.45,-30.11574,0.28,4,8765,3.23,1,2.00723958904,0.0,0.0
708,J175036.9-300158,CX709 ,267.65398,0.2,-30.03278,0.28,4,8765,4.54,1,2.72092094112,0.0,0.0
709,J175035.2-292720,CX710 ,267.64707,0.35,-29.45582,0.17,4,7161,3.66,1,2.21065844667,0.0,0.0
710,J175032.5-292059,CX711 ,267.63557,0.14,-29.34993,0.11,4,7161,3.6,1,2.18273011795,0.0,0.0
711,J175014.7-300318,CX712 ,267.56154,0.14,-30.0552,0.21,4,8765,3.49,1,2.12704272825,0.0,0.0
712,J175004.7-301617,CX713 ,267.51979,0.47,-30.27161,0.12,4,8766,3.01,1,1.91598819616,0.0,0.0
713,J174959.3-295711,CX714 ,267.49737,0.23,-29.95306,0.11,4,8754,3.66,1,2.21065844667,0.0,0.0
714,J174959.1-293438,CX715 ,267.49657,0.42,-29.57747,0.0,4,7167,3.24,1,2.00723958904,0.0,0.0
715,J174951.5-301808,CX716 ,267.46476,0.12,-30.30223,0.12,4,8766,0.4,1,1.1833472727,0.0,0.0
716,J174950.1-294231,CX717 ,267.45882,0.2,-29.70881,0.21,4,9563,1.72,1,1.47682455553,0.0,0.0
717,J174948.5-301220,CX718 ,267.45243,0.67,-30.20582,1.13,4,8765,10.38,1,12.1365361932,0.0,0.0
718,J174931.5-300151,CX719 ,267.38157,0.2,-30.03088,0.32,4,8755,4.35,1,2.5969810873,0.0,0.0
719,J174925.4-293711,CX720 ,267.35584,0.23,-29.61982,0.37,4,8742,4.32,1,2.57796640161,0.0,0.0
720,J174920.7-302806,CX721 ,267.33638,0.24,-30.46841,0.17,4,8767,1.77,1,1.48523088031,0.0,0.0
721,J174912.1-303236,CX722 ,267.3008,0.43,-30.54337,0.12,4,8767,3.16,1,1.97977543368,0.0,0.0
722,J174909.8-302934,CX723 ,267.29098,0.14,-30.49304,0.32,4,8767,2.08,1,1.57892709389,0.0,0.0
723,J174854.2-301839,CX724 ,267.226,0.42,-30.31108,0.2,4,8756,1.6,1,1.44340249682,0.0,0.0
724,J174839.4-300119,CX725 ,267.16434,0.37,-30.02201,0.96,4,8743,8.21,1,6.88687235019,0.0,0.0
725,J174829.8-302645,CX726 ,267.12437,0.51,-30.4461,0.25,4,8757,4.31,1,2.56846467132,0.0,0.0
726,J174819.3-303750,CX727 ,267.08061,0.59,-30.63078,0.2,4,8757,8.26,1,6.97626768178,0.0,0.0
727,J174811.9-302432,CX728 ,267.04994,0.55,-30.40901,0.28,4,8757,5.15,1,3.15371380563,0.0,0.0
728,J174757.4-301546,CX729 ,266.98957,0.51,-30.26279,0.3,4,8745,3.37,1,2.07159618841,0.0,0.0
729,J174754.4-300831,CX730 ,266.97706,0.24,-30.14195,0.17,4,8744,5.82,1,3.72733292956,0.0,0.0
730,J174748.7-310151,CX731 ,266.95303,0.42,-31.03084,0.12,4,8770,4.52,1,2.70181619801,0.0,0.0
731,J174738.3-301118,CX732 ,266.9096,0.55,-30.18855,0.53,4,8745,6.28,1,4.18754233027,0.0,0.0
732,J174734.1-304604,CX733 ,266.89247,0.25,-30.76805,0.17,4,8758,4.71,1,2.83580866206,0.0,0.0
733,J174721.3-260209,CX734 ,266.83894,0.56,-26.03605,0.7,4,8653,6.66,1,4.61031569069,0.0,0.0
734,J174720.4-310350,CX735 ,266.83502,0.2,-31.064,0.32,4,8770,4.38,1,2.61601046783,0.0,0.0
735,J174719.0-311540,CX736 ,266.82927,0.12,-31.26119,0.17,4,8771,3.72,1,2.23864038376,0.0,0.0
736,J174700.1-260117,CX737 ,266.75049,0.23,-26.02164,0.36,4,8664,3.15,1,1.97063714768,0.0,0.0
737,J174655.5-302908,CX738 ,266.73163,0.31,-30.48561,0.36,4,8746,3.22,1,1.99807676725,0.0,0.0
738,J174630.5-310401,CX739 ,266.62731,0.14,-31.06711,0.27,4,8760,1.7,1,1.46843820701,0.0,0.0
739,J174629.3-304638,CX740 ,266.62249,0.24,-30.77734,0.44,4,8747,5.45,1,3.39608756775,0.0,0.0
740,J174625.5-304733,CX741 ,266.6063,0.67,-30.79267,0.2,4,8747,6.6,1,4.54139964855,0.0,0.0
741,J174619.9-261228,CX742 ,266.5831,0.23,-26.20794,0.12,4,8663,1.23,1,1.3533332065,0.0,0.0
742,J174619.9-255950,CX743 ,266.58301,0.49,-25.99748,0.2,4,8674,7.66,1,5.96418567516,0.0,0.0
743,J174617.3-313341,CX744 ,266.57228,0.24,-31.56139,0.28,4,8772,4.85,1,2.93186131456,0.0,0.0
744,J174613.8-304429,CX745 ,266.55758,0.14,-30.74157,0.25,4,8747,5.81,1,3.71756785652,0.0,0.0
745,J174611.5-254909,CX746 ,266.54807,0.19,-25.81919,0.3,4,8675,2.12,1,1.58754866628,0.0,0.0
746,J174610.3-255922,CX747 ,266.5432,0.39,-25.98955,0.3,4,8674,5.51,1,3.44469313115,0.0,0.0
747,J174607.3-305340,CX748 ,266.5305,0.25,-30.89469,0.11,4,8748,1.0,1,1.2976173426,0.0,0.0
748,J174601.4-265450,CX749 ,266.50602,0.44,-26.91397,0.32,4,8649,8.41,1,7.25448211576,0.0,0.0
749,J174601.2-311224,CX750 ,266.50513,0.7,-31.20682,1.01,4,8760,9.75,1,10.2913075344,0.0,0.0
750,J174600.4-305553,CX751 ,266.50171,0.24,-30.93149,0.37,4,8748,2.56,1,1.73637863608,0.0,0.0
751,J174555.5-305547,CX752 ,266.48136,0.2,-30.92988,0.2,4,8748,2.88,1,1.8616688126,0.0,0.0
752,J174555.3-254429,CX753 ,266.48074,1.27,-25.7415,1.02,4,9988,9.31,1,9.17513001367,0.0,0.0
753,J174552.9-310241,CX754 ,266.47065,0.42,-31.04496,0.2,4,8749,5.79,1,3.6980414773,0.0,0.0
754,J174551.3-263451,CX755 ,266.46376,0.63,-26.58101,1.14,4,8661,9.24,1,9.00579317816,0.0,0.0
755,J174551.1-260456,CX756 ,266.46317,0.14,-26.08245,0.28,4,8674,5.48,1,3.42524608865,0.0,0.0
756,J174549.7-312028,CX757 ,266.45738,0.25,-31.34135,0.17,4,8761,3.64,1,2.20134294643,0.0,0.0
757,J174542.6-255650,CX758 ,266.42777,0.23,-25.94732,0.27,4,8674,2.85,1,1.84364062871,0.0,0.0
758,J174537.5-311316,CX759 ,266.4066,0.24,-31.2213,0.32,4,8749,8.16,1,6.79749297667,0.0,0.0
759,J174524.7-254724,CX760 ,266.35331,0.19,-25.79024,0.11,4,9988,1.96,1,1.54460699462,0.0,0.0
760,J174523.2-261138,CX761 ,266.34704,0.24,-26.19392,0.39,4,8673,2.22,1,1.62219319682,0.0,0.0
761,J174522.4-260842,CX762 ,266.34356,0.3,-26.14503,0.27,4,8673,3.5,1,2.12704272825,0.0,0.0
762,J174510.1-252952,CX763 ,266.29211,0.67,-25.49788,0.36,4,10013,7.44,1,5.63735849204,0.0,0.0
763,J174454.8-264901,CX764 ,266.22869,0.28,-26.81718,0.27,4,8660,4.11,1,2.45475268975,0.0,0.0
764,J174453.3-312124,CX765 ,266.22214,0.43,-31.35689,0.2,4,8750,4.15,1,2.47366343059,0.0,0.0
765,J174446.5-270237,CX766 ,266.19404,0.23,-27.04385,0.21,4,8648,5.32,1,3.28930247436,0.0,0.0
766,J174442.1-262340,CX767 ,266.17578,0.23,-26.39465,0.11,4,8672,0.36,1,1.17601478214,0.0,0.0
767,J174437.7-311413,CX768 ,266.15722,0.14,-31.23708,0.4,4,8750,4.75,1,2.86459609157,0.0,0.0
768,J174434.6-262154,CX769 ,266.14443,0.12,-26.36502,0.3,4,8672,2.1,1,1.58754866628,0.0,0.0
769,J174431.1-272650,CX770 ,266.12971,0.48,-27.44741,0.46,4,8646,7.32,1,5.46914168475,0.0,0.0
770,J174418.4-314334,CX771 ,266.07686,0.75,-31.72622,0.36,4,8752,7.31,1,5.44935874831,0.0,0.0
771,J174405.0-263159,CX772 ,266.02105,0.19,-26.53315,0.11,4,8671,3.5,1,2.12704272825,0.0,0.0
772,J174401.9-265050,CX773 ,266.00809,0.86,-26.84726,0.44,4,8670,6.9,1,4.90601781161,0.0,0.0
773,J174401.5-271644,CX774 ,266.0063,1.12,-27.27891,0.5,4,8647,8.76,1,7.9406177825,0.0,0.0
774,J174355.9-260352,CX775 ,265.98309,0.3,-26.06463,0.2,4,10011,5.79,1,3.6980414773,0.0,0.0
775,J174342.8-264600,CX776 ,265.92842,0.12,-26.76691,0.17,4,8670,2.14,1,1.59618631989,0.0,0.0
776,J174337.7-272629,CX777 ,265.90719,0.34,-27.44141,0.17,4,8646,5.89,1,3.79572269375,0.0,0.0
777,J174335.4-264857,CX778 ,265.8975,0.12,-26.81594,0.11,4,8670,1.62,1,1.44340249682,0.0,0.0
778,J174332.2-265040,CX779 ,265.8844,0.12,-26.8445,0.2,4,8670,3.4,1,2.08081973458,0.0,0.0
779,J174329.6-262148,CX780 ,265.87345,0.0,-26.36342,0.2,4,9985,2.42,1,1.69219111445,0.0,0.0
780,J174311.1-271621,CX781 ,265.79655,0.12,-27.27273,0.25,4,8658,6.66,1,4.61031569069,0.0,0.0
781,J174301.7-261206,CX782 ,265.7572,0.19,-26.20167,0.12,4,10010,2.03,1,1.56173325758,0.0,0.0
782,J174257.8-261234,CX783 ,265.74109,0.3,-26.20962,0.2,4,10010,3.01,1,1.91598819616,0.0,0.0
783,J174256.9-261236,CX784 ,265.73713,0.12,-26.21024,0.27,4,10010,3.21,1,1.99807676725,0.0,0.0
784,J174249.9-275038,CX785 ,265.70812,0.24,-27.84402,0.36,4,8644,3.25,1,2.01641036692,0.0,0.0
785,J174240.7-262133,CX786 ,265.66998,0.24,-26.35942,0.12,4,10009,1.61,1,1.44340249682,0.0,0.0
786,J174235.1-270946,CX787 ,265.6463,0.2,-27.16297,0.36,4,8668,1.89,1,1.51904929736,0.0,0.0
787,J174233.5-261928,CX788 ,265.63994,0.41,-26.32468,0.2,4,10009,3.42,1,2.09005042231,0.0,0.0
788,J174220.6-280615,CX789 ,265.58623,0.52,-28.10434,0.46,4,8643,6.76,1,4.7285315657,0.0,0.0
789,J174218.6-274414,CX790 ,265.57755,0.65,-27.73738,0.72,4,8655,6.59,1,4.53155721224,0.0,0.0
790,J174214.3-275325,CX791 ,265.55995,0.44,-27.89031,0.55,4,8643,6.29,1,4.19735759351,0.0,0.0
791,J174207.3-273444,CX792 ,265.5306,0.2,-27.57908,0.27,4,8656,4.05,1,2.41698381621,0.0,0.0
792,J174149.3-274905,CX793 ,265.45567,0.12,-27.81806,0.17,4,8655,1.93,1,1.53606990981,0.0,0.0
793,J174142.3-275829,CX794 ,265.42649,0.57,-27.97488,0.21,4,8654,5.27,1,3.25052469116,0.0,0.0
794,J174136.9-273501,CX795 ,265.4038,0.3,-27.58374,0.11,4,8666,3.13,1,1.96150726938,0.0,0.0
795,J174127.5-275838,CX796 ,265.36498,0.12,-27.97747,0.32,4,8654,2.03,1,1.56173325758,0.0,0.0
796,J174125.1-270725,CX797 ,265.35461,0.23,-27.12387,0.35,4,9981,3.39,1,2.08081973458,0.0,0.0
797,J174106.8-265911,CX798 ,265.27862,0.2,-26.98659,0.2,4,10006,2.23,1,1.62219319682,0.0,0.0
