,CXOGBS,GBS_NAME,X_RAJ2000,e_RAJ2000,X_DEJ2000,e_DEJ2000,X_COUNTS,ObsID,OAxis,Ndet,X_ERR_R,HR,e_HR
1466,J175521.3-283424,CXB233,268.83897,0.31,-28.57342,0.47,4,13533,5.17,1,3.17306015824,0.0,0.0
1467,J175446.1-290116,CXB234,268.69235,0.12,-29.02124,0.3,4,13531,4.5,1,2.69226870275,0.0,0.0
1468,J175426.3-292830,CXB235,268.60985,0.53,-29.47504,0.63,4,13550,6.51,1,4.44300695113,0.0,0.0
1469,J175421.8-290822,CXB236,268.59088,0.24,-29.13971,0.28,4,13530,3.28,1,2.02558899282,0.0,0.0
1470,J175411.5-293221,CXB237,268.54797,0.12,-29.53923,0.12,4,13550,1.51,1,1.41855939876,0.0,0.0
1471,J175357.8-293615,CXB238,268.49089,0.32,-29.60418,0.36,4,13550,3.47,1,2.11778440069,0.0,0.0
1472,J175340.4-291644,CXB239,268.41842,0.32,-29.27909,0.17,4,13529,4.59,1,2.74960192897,0.0,0.0
1473,J175340.2-292303,CXB240,268.4177,0.12,-29.38418,0.17,4,13529,2.26,1,1.63089262915,0.0,0.0
1474,J175334.2-294049,CXB241,268.39268,0.42,-29.68053,0.21,4,13561,4.47,1,2.673183639,0.0,0.0
1475,J175334.0-294434,CXB242,268.39201,0.23,-29.74278,0.17,4,13561,0.75,1,1.251003904,0.0,0.0
1476,J175317.2-291832,CXB243,268.32192,0.42,-29.30914,0.25,4,13529,4.59,1,2.74960192897,0.0,0.0
1477,J175315.9-292005,CXB244,268.31626,0.23,-29.33496,0.0,4,13529,4.2,1,2.50206130377,0.0,0.0
1478,J175310.0-292120,CXB245,268.29198,0.34,-29.35569,0.2,4,13529,5.34,1,3.30870227851,0.0,0.0
1479,J175309.0-293522,CXB246,268.28771,0.12,-29.5896,0.2,4,13528,2.66,1,1.77195111891,0.0,0.0
1480,J175245.8-293317,CXB247,268.19112,0.2,-29.55497,0.25,4,13528,3.52,1,2.14557935482,0.0,0.0
1481,J175230.6-300415,CXB248,268.12769,0.12,-30.07089,0.21,4,13563,2.6,1,1.75414103419,0.0,0.0
1482,J175229.8-294012,CXB249,268.12417,0.42,-29.67014,0.27,4,13539,5.08,1,3.10538415785,0.0,0.0
1483,J175223.7-300605,CXB250,268.09877,0.24,-30.10156,0.0,4,13563,2.59,1,1.74525378321,0.0,0.0
1484,J175217.5-294016,CXB251,268.07294,0.32,-29.67119,0.28,4,13539,5.63,1,3.55176164288,0.0,0.0
1485,J175210.7-301807,CXB252,268.04466,0.28,-30.30216,0.36,4,13564,1.88,1,1.51904929736,0.0,0.0
1486,J175143.6-300424,CXB253,267.9318,0.12,-30.07359,0.36,4,13541,3.43,1,2.0992881574,0.0,0.0
1487,J175129.4-300541,CXB254,267.87254,0.14,-30.09486,0.2,4,13541,0.94,1,1.28977159521,0.0,0.0
1488,J175109.6-303903,CXB255,267.79005,0.12,-30.65108,0.27,4,13566,4.68,1,2.81663110254,0.0,0.0
1489,J175100.3-301911,CXB256,267.75147,0.2,-30.31995,0.12,4,13542,0.8,1,1.25869407237,0.0,0.0
1490,J175045.6-302956,CXB257,267.69031,0.24,-30.49893,0.11,4,13543,4.53,1,2.71136695558,0.0,0.0
1491,J175027.9-302402,CXB258,267.61666,0.4,-30.40073,0.35,4,13543,6.59,1,4.53155721224,0.0,0.0
1492,J175026.2-305739,CXB259,267.6092,0.25,-30.96086,0.27,4,13567,2.95,1,1.88878552722,0.0,0.0
1493,J175024.6-304033,CXB260,267.60256,0.42,-30.67587,0.56,4,13544,7.38,1,5.54828899462,0.0,0.0
1494,J175001.9-311158,CXB261,267.50804,0.12,-31.19962,0.2,4,13568,5.84,1,3.74686679344,0.0,0.0
1495,J174938.0-303907,CXB262,267.40851,0.47,-30.65218,0.2,4,13544,4.55,1,2.72092094112,0.0,0.0
1496,J174937.7-305853,CXB263,267.40724,0.14,-30.98155,0.44,4,13545,6.01,1,3.91309478135,0.0,0.0
1497,J174928.5-305015,CXB264,267.36903,0.24,-30.83759,0.3,4,13545,4.89,1,2.9607280807,0.0,0.0
1498,J174921.2-305403,CXB265,267.33836,0.14,-30.90091,0.2,4,13545,0.86,1,1.26641650645,0.0,0.0
1499,J174910.6-310358,CXB266,267.29431,0.24,-31.06632,0.51,4,13546,6.19,1,4.08943893069,0.0,0.0
1500,J174906.5-312028,CXB267,267.27731,0.12,-31.34123,0.11,4,13569,2.57,1,1.74525378321,0.0,0.0
1501,J174905.6-311431,CXB268,267.27351,0.31,-31.24214,0.32,4,13569,4.81,1,2.90301752799,0.0,0.0
1502,J174905.4-311600,CXB269,267.27262,0.24,-31.26688,0.11,4,13569,3.57,1,2.16414203966,0.0,0.0
1503,J174850.9-313128,CXB270,267.21211,0.32,-31.52466,0.2,4,13570,2.01,1,1.55316153951,0.0,0.0
1504,J174850.1-310234,CXB271,267.20911,0.42,-31.04292,0.17,4,13546,4.24,1,2.53049615052,0.0,0.0
1505,J174848.8-313435,CXB272,267.20339,0.2,-31.57646,0.11,4,13570,4.05,1,2.41698381621,0.0,0.0
1506,J174825.9-311819,CXB273,267.10806,0.32,-31.30549,0.32,4,13547,3.26,1,2.01641036692,0.0,0.0
1507,J174758.4-312150,CXB274,266.9935,0.48,-31.36409,0.28,4,13547,4.16,1,2.4831252018,0.0,0.0
1508,J174714.1-315620,CXB275,266.80898,0.56,-31.93893,0.2,4,13579,4.51,1,2.70181619801,0.0,0.0
1509,J174712.0-313553,CXB276,266.8,0.38,-31.59807,0.47,4,13549,6.97,1,4.99482840224,0.0,0.0
1510,J174659.1-321047,CXB277,266.74633,0.46,-32.17998,0.11,4,13580,4.03,1,2.40755285878,0.0,0.0
1511,J174545.3-320347,CXB278,266.43893,0.14,-32.06319,0.0,4,13572,3.31,1,2.04396936568,0.0,0.0
1512,J174521.7-320937,CXB279,266.34053,1.61,-32.16043,0.56,4,13575,8.36,1,7.15510382649,0.0,0.0
1513,J174520.4-320105,CXB280,266.33539,1.18,-32.01832,0.61,4,13572,8.99,1,8.43821134885,0.0,0.0
1514,J174459.3-321625,CXB281,266.24716,0.24,-32.27382,0.11,4,13577,4.27,1,2.54947264504,0.0,0.0
1515,J174454.7-321145,CXB282,266.22813,0.44,-32.19594,0.28,4,13577,7.77,1,6.14259804707,0.0,0.0
1516,J174451.3-321211,CXB283,266.21405,0.88,-32.20311,0.37,4,13575,6.76,1,4.7285315657,0.0,0.0
1517,J174405.5-320718,CXB284,266.02325,0.33,-32.12186,0.27,4,13578,4.91,1,2.97035532686,0.0,0.0
1518,J174246.6-315135,CXB285,265.69436,0.46,-31.85992,0.2,4,13576,5.85,1,3.75663556495,0.0,0.0
1519,J173403.9-302937,CXB286,263.51628,0.32,-30.49388,0.11,4,13583,1.39,1,1.38575278019,0.0,0.0
1520,J173333.6-303202,CXB287,263.39018,0.37,-30.53411,0.3,4,13583,5.93,1,3.83482864908,0.0,0.0
1521,J173251.7-302918,CXB288,263.21566,0.35,-30.48842,0.36,4,13585,1.29,1,1.36140029669,0.0,0.0
1522,J173236.1-301158,CXB289,263.15051,0.37,-30.19953,0.36,4,13582,6.09,1,3.99142966465,0.0,0.0
1523,J173138.5-302946,CXB290,262.91065,0.0,-30.4963,0.28,4,13587,2.87,1,1.85264966138,0.0,0.0
1524,J175606.6-283126,CXB291,269.02785,0.42,-28.52408,0.2,4,13533,5.22,1,3.21177688637,0.0,0.0
1525,J175605.8-281755,CXB292,269.02454,0.28,-28.29885,0.25,4,13534,3.57,1,2.16414203966,0.0,0.0
1526,J175450.4-292013,CXB293,268.71037,0.0,-29.3372,0.13,3,13551,2.8,2,2.05317090565,0.0,0.0
1527,J175337.7-291855,CXB294,268.40712,0.15,-29.31553,0.13,3,13529,2.33,1,1.85264966138,0.0,0.0
1528,J175141.2-302400,CXB295,267.92171,0.15,-30.40014,0.0,3,13565,7.18,1,6.06329207344,0.0,0.0
1529,J174909.0-311716,CXB296,267.28766,0.16,-31.28796,0.23,3,13569,2.11,1,1.77195111891,0.0,0.0
1530,J174727.7-315614,CXB297,266.8655,0.57,-31.93748,0.0,3,13579,2.0,1,1.72751577933,0.0,0.0
1531,J173437.0-303811,CXB298,263.65438,0.16,-30.63659,0.35,3,13586,5.26,1,3.70780403579,0.0,0.0
1532,J173429.7-304632,CXB299,263.62415,0.27,-30.77563,0.46,3,13586,3.32,1,2.31350616334,0.0,0.0
1533,J175929.6-273455,CXB300,269.87344,0.15,-27.58209,0.23,3,13560,2.89,1,2.0992881574,0.0,0.0
1534,J175916.9-274248,CXB301,269.82071,0.26,-27.71346,0.13,3,13559,5.29,1,3.73709924511,0.0,0.0
1535,J175840.9-275408,CXB302,269.67068,0.26,-27.9024,0.23,3,13558,4.68,1,3.21177688637,0.0,0.0
1536,J175836.4-273213,CXB303,269.65177,0.26,-27.53712,0.27,3,13538,3.03,1,2.16414203966,0.0,0.0
1537,J175836.1-273613,CXB304,269.65051,0.3,-27.60381,0.27,3,13538,4.95,1,3.43496881613,0.0,0.0
1538,J175828.1-273102,CXB305,269.61713,0.4,-27.51745,0.13,3,13538,1.7,1,1.63089262915,0.0,0.0
1539,J175809.5-280830,CXB306,269.53993,0.46,-28.14183,0.27,3,13557,4.16,1,2.8262184572,0.0,0.0
1540,J175807.4-272540,CXB307,269.5312,0.8,-27.42801,0.13,3,13538,7.4,1,6.42030456971,0.0,0.0
1541,J175806.2-274659,CXB308,269.52584,0.15,-27.78313,0.23,3,13537,4.21,1,2.86459609157,0.0,0.0
1542,J175805.5-273144,CXB309,269.52333,0.15,-27.52905,0.13,3,13538,3.83,1,2.60649396083,0.0,0.0
1543,J175803.2-273430,CXB310,269.51364,0.26,-27.57505,0.13,3,13538,4.86,1,3.35723260556,0.0,0.0
1544,J175743.7-270607,CXB311,269.4321,0.15,-27.10213,0.4,3,13589,5.52,1,3.96204628542,0.0,0.0
1545,J175738.4-282244,CXB312,269.41007,0.3,-28.37891,0.27,3,13556,4.74,1,3.26021636825,0.0,0.0
1546,J175729.5-275601,CXB313,269.37314,0.0,-27.93366,0.23,3,13536,2.28,1,1.83464186364,0.0,0.0
1547,J175721.2-275826,CXB314,269.3386,0.15,-27.97403,0.27,3,13536,1.96,1,1.7186654031,0.0,0.0
1548,J175715.0-281026,CXB315,269.31288,0.15,-28.17389,0.27,3,13557,8.07,1,7.64221242624,0.0,0.0
1549,J175708.5-282015,CXB316,269.28556,0.26,-28.33751,0.13,3,13556,2.34,1,1.8616688126,0.0,0.0
1550,J175707.9-271200,CXB317,269.28329,0.15,-27.20001,0.46,3,13589,4.75,1,3.26990990209,0.0,0.0
1551,J175701.7-282201,CXB318,269.25738,0.3,-28.36698,0.0,3,13556,4.01,1,2.73047812074,0.0,0.0
1552,J175655.2-283123,CXB319,269.23016,0.4,-28.52312,0.13,3,13555,2.26,1,1.82565351801,0.0,0.0
1553,J175654.7-283320,CXB320,269.22815,0.15,-28.55582,0.27,3,13555,1.77,1,1.648335757,0.0,0.0
1554,J175654.2-283556,CXB321,269.22619,0.26,-28.59915,0.35,3,13555,3.54,1,2.43585934894,0.0,0.0
1555,J175649.4-281034,CXB322,269.20612,0.3,-28.17616,0.13,3,13535,1.99,1,1.72751577933,0.0,0.0
1556,J175649.2-283147,CXB323,269.20517,0.0,-28.53,0.13,3,13555,1.08,1,1.44340249682,0.0,0.0
1557,J175640.7-283020,CXB324,269.16971,0.26,-28.50571,0.23,3,13555,2.81,1,2.06237987961,0.0,0.0
1558,J175640.2-283724,CXB325,269.16781,0.0,-28.62357,0.13,3,13555,4.88,1,3.37665674415,0.0,0.0
1559,J175636.7-281955,CXB326,269.15293,0.26,-28.33218,0.0,3,13534,4.66,1,3.19241456704,0.0,0.0
1560,J175629.9-283150,CXB327,269.12485,0.15,-28.5308,0.13,3,13555,3.89,1,2.64458139746,0.0,0.0
1561,J175627.3-280804,CXB328,269.11416,0.3,-28.13459,0.35,3,13535,4.52,1,3.08606720079,0.0,0.0
1562,J175623.3-280852,CXB329,269.09736,0.26,-28.14793,0.13,3,13535,5.38,1,3.82505042683,0.0,0.0
1563,J175614.5-284402,CXB330,269.06074,0.15,-28.73407,0.13,3,13554,0.87,1,1.39391921137,0.0,0.0
1564,J175558.1-284658,CXB331,268.99223,0.0,-28.78288,0.13,3,13554,4.27,1,2.90301752799,0.0,0.0
1565,J175538.1-283117,CXB332,268.90909,0.0,-28.5216,0.13,3,13533,1.97,1,1.7186654031,0.0,0.0
1566,J175535.1-285643,CXB333,268.89629,0.41,-28.94541,0.13,3,13553,1.75,1,1.648335757,0.0,0.0
1567,J175533.2-290149,CXB334,268.88871,0.15,-29.03033,0.35,3,13553,5.26,1,3.70780403579,0.0,0.0
1568,J175527.3-290830,CXB335,268.86413,0.27,-29.14169,0.35,3,13552,3.68,1,2.52101383729,0.0,0.0
1569,J175520.5-284652,CXB336,268.83553,0.4,-28.78123,0.27,3,13532,2.76,1,2.03477536053,0.0,0.0
1570,J175519.9-290622,CXB337,268.83298,0.27,-29.10635,0.23,3,13552,3.36,1,2.3322758773,0.0,0.0
1571,J175507.8-284355,CXB338,268.78253,0.15,-28.73221,0.23,3,13532,1.29,1,1.50210211631,0.0,0.0
1572,J175503.7-284217,CXB339,268.76555,0.4,-28.70479,0.13,3,13532,3.15,1,2.22930723944,0.0,0.0
1573,J175452.7-290713,CXB340,268.71972,0.46,-29.12037,0.13,3,13552,4.34,1,2.95110331365,0.0,0.0
1574,J175450.1-290035,CXB341,268.70898,0.15,-29.0098,0.13,3,13531,4.27,1,2.90301752799,0.0,0.0
1575,J175448.5-292147,CXB342,268.70233,0.15,-29.36326,0.23,3,13551,2.31,1,1.84364062871,0.0,0.0
1576,J175447.2-292045,CXB343,268.697,0.15,-29.34595,0.13,3,13551,1.98,1,1.72751577933,0.0,0.0
1577,J175438.8-291717,CXB344,268.66198,0.15,-29.2881,0.0,3,13551,3.88,1,2.64458139746,0.0,0.0
1578,J175433.5-292356,CXB345,268.63976,0.31,-29.39911,0.35,3,13551,2.97,1,2.13630774183,0.0,0.0
1579,J175426.6-285812,CXB346,268.61117,0.15,-28.97025,0.23,3,13531,3.04,1,2.17343294532,0.0,0.0
1580,J175412.2-290915,CXB347,268.55096,0.15,-29.15432,0.13,3,13530,1.12,1,1.46007217898,0.0,0.0
1581,J175409.4-292935,CXB348,268.53952,0.0,-29.49306,0.13,3,13550,3.76,1,2.56846467132,0.0,0.0
1582,J175408.4-291126,CXB349,268.53521,0.15,-29.19058,0.13,3,13530,2.36,1,1.87069793602,0.0,0.0
1583,J175406.0-290652,CXB350,268.52514,0.15,-29.11455,0.13,3,13530,2.23,1,1.81667574647,0.0,0.0
1584,J175405.4-291421,CXB351,268.52273,0.27,-29.23919,0.35,3,13530,5.27,1,3.71756785652,0.0,0.0
1585,J175342.3-294955,CXB352,268.42626,0.15,-29.83202,0.23,3,13561,5.02,1,3.49333805519,0.0,0.0
1586,J175331.2-294339,CXB353,268.38038,0.31,-29.72775,0.0,3,13561,1.69,1,1.62219319682,0.0,0.0
1587,J175330.6-294101,CXB354,268.37786,0.15,-29.68383,0.35,3,13561,4.31,1,2.93186131456,0.0,0.0
1588,J175321.4-291955,CXB355,268.3395,0.27,-29.33197,0.23,3,13529,3.11,1,2.20134294643,0.0,0.0
1589,J175309.4-295415,CXB356,268.28924,0.15,-29.9042,0.0,3,13562,1.06,1,1.44340249682,0.0,0.0
1590,J175302.3-293028,CXB357,268.25972,0.15,-29.50802,0.27,3,13528,2.72,1,2.01641036692,0.0,0.0
1591,J175253.8-293223,CXB358,268.22438,0.41,-29.53973,0.13,3,13528,1.96,1,1.7186654031,0.0,0.0
1592,J175244.4-294418,CXB359,268.18541,0.15,-29.7384,0.35,3,13539,3.44,1,2.37928786989,0.0,0.0
1593,J175240.6-301110,CXB360,268.16934,0.41,-30.18617,0.0,3,13563,4.67,1,3.20209474685,0.0,0.0
1594,J175239.5-294508,CXB361,268.16491,0.0,-29.75235,0.13,3,13539,2.24,1,1.81667574647,0.0,0.0
1595,J175238.0-293159,CXB362,268.15867,0.41,-29.53322,0.23,3,13528,5.35,1,3.79572269375,0.0,0.0
1596,J175231.0-294447,CXB363,268.12949,0.27,-29.74666,0.27,3,13539,0.62,1,1.33727737131,0.0,0.0
1597,J175227.5-294714,CXB364,268.11469,0.0,-29.78738,0.13,3,13539,1.99,1,1.72751577933,0.0,0.0
1598,J175227.0-294702,CXB365,268.11254,0.15,-29.78392,0.13,3,13539,1.82,1,1.66583635685,0.0,0.0
1599,J175224.0-294301,CXB366,268.10032,0.15,-29.717,0.13,3,13539,2.53,1,1.93416927073,0.0,0.0
1600,J175140.3-302806,CXB367,267.91825,0.15,-30.46839,0.27,3,13565,3.53,1,2.43585934894,0.0,0.0
1601,J175136.4-303023,CXB368,267.90167,0.16,-30.50657,0.27,3,13565,1.56,1,1.58754866628,0.0,0.0
1602,J175121.7-301711,CXB369,267.8407,0.68,-30.28663,0.48,3,13564,8.91,1,9.51387464537,0.0,0.0
1603,J175114.5-302621,CXB370,267.81066,0.41,-30.43936,0.23,3,13565,5.39,1,3.83482864908,0.0,0.0
1604,J175104.7-301710,CXB371,267.76993,0.15,-30.28626,0.23,3,13542,1.99,1,1.72751577933,0.0,0.0
1605,J175035.2-303608,CXB372,267.64686,0.71,-30.60239,0.35,3,13543,5.98,1,4.45284299833,0.0,0.0
1606,J175031.2-305913,CXB373,267.63038,0.31,-30.98715,0.13,3,13567,4.79,1,3.29900148042,0.0,0.0
1607,J175008.0-305000,CXB374,267.53355,0.16,-30.83349,0.13,3,13567,5.74,1,4.18754233027,0.0,0.0
1608,J174948.1-304038,CXB375,267.45079,0.31,-30.67724,0.0,3,13544,2.12,1,1.77195111891,0.0,0.0
1609,J174939.6-304306,CXB376,267.41533,0.16,-30.71846,0.13,3,13544,2.62,1,1.97977543368,0.0,0.0
1610,J174931.7-311531,CXB377,267.38231,0.16,-31.2587,0.23,3,13569,4.75,1,3.26990990209,0.0,0.0
1611,J174925.0-311435,CXB378,267.35433,0.16,-31.24309,0.13,3,13569,4.67,1,3.20209474685,0.0,0.0
1612,J174920.1-311739,CXB379,267.33415,0.0,-31.29434,0.13,3,13569,1.49,1,1.56173325758,0.0,0.0
1613,J174917.1-311701,CXB380,267.3213,0.31,-31.28378,0.35,3,13569,1.82,1,1.66583635685,0.0,0.0
1614,J174906.8-311619,CXB381,267.27844,0.16,-31.2722,0.13,3,13569,3.14,1,2.21997990257,0.0,0.0
1615,J174903.6-313018,CXB382,267.26503,0.16,-31.50521,0.13,3,13570,4.63,1,3.17306015824,0.0,0.0
1616,J174903.4-311447,CXB383,267.26444,0.27,-31.24664,0.27,3,13569,4.81,1,3.31840485291,0.0,0.0
1617,J174857.1-310431,CXB384,267.23825,0.31,-31.07553,0.13,3,13546,3.43,1,2.37928786989,0.0,0.0
1618,J174844.0-312641,CXB385,267.18349,0.27,-31.44497,0.27,3,13570,4.13,1,2.8070466273,0.0,0.0
1619,J174835.7-310558,CXB386,267.14909,0.16,-31.0995,0.23,3,13546,1.99,1,1.72751577933,0.0,0.0
1620,J174830.3-313006,CXB387,267.12627,0.54,-31.50182,0.13,3,13570,2.59,1,1.96150726938,0.0,0.0
1621,J174822.2-312539,CXB388,267.09262,0.56,-31.42755,0.54,3,13570,6.66,1,5.30103864991,0.0,0.0
1622,J174813.9-313628,CXB389,267.0582,0.55,-31.60804,0.13,3,13571,6.43,1,4.99482840224,0.0,0.0
1623,J174757.7-314220,CXB390,266.9906,0.27,-31.70566,0.23,3,13571,2.28,1,1.83464186364,0.0,0.0
1624,J174749.9-312058,CXB391,266.95796,0.41,-31.34961,0.35,3,13547,5.03,1,3.503071619,0.0,0.0
1625,J174747.3-314021,CXB392,266.94747,0.42,-31.6727,0.23,3,13571,5.05,1,3.52254322441,0.0,0.0
1626,J174740.7-312546,CXB393,266.9196,0.16,-31.42958,0.27,3,13548,4.88,1,3.37665674415,0.0,0.0
1627,J174740.4-254957,CXB394,266.91848,0.15,-25.83276,0.0,3,13590,5.14,1,3.60048757362,0.0,0.0
1628,J174736.1-254813,CXB395,266.90049,0.26,-25.80375,0.35,3,13590,3.76,1,2.56846467132,0.0,0.0
1629,J174729.1-255532,CXB396,266.87144,0.6,-25.92581,0.27,3,13590,7.93,1,7.36381767617,0.0,0.0
1630,J174722.6-314404,CXB397,266.84431,0.42,-31.73452,0.13,3,13549,4.45,1,3.0378134847,0.0,0.0
1631,J174720.4-254632,CXB398,266.83512,0.39,-25.7758,0.0,3,13590,1.39,1,1.53606990981,0.0,0.0
1632,J174712.9-313913,CXB399,266.80378,0.32,-31.65377,0.13,3,13549,3.97,1,2.70181619801,0.0,0.0
1633,J174710.2-314803,CXB400,266.7928,0.31,-31.80087,0.58,3,13579,8.42,1,8.36853098027,0.0,0.0
1634,J174708.8-254949,CXB401,266.78693,0.26,-25.83032,0.0,3,13590,3.05,1,2.17343294532,0.0,0.0
1635,J174702.8-254918,CXB402,266.76168,0.3,-25.82188,0.35,3,13590,4.0,1,2.72092094112,0.0,0.0
1636,J174657.8-321126,CXB403,266.741,0.27,-32.19072,0.27,3,13580,4.69,1,3.22146096792,0.0,0.0
1637,J174653.6-320333,CXB404,266.72359,0.27,-32.05938,0.27,3,13580,3.49,1,2.40755285878,0.0,0.0
1638,J174614.2-321511,CXB405,266.55927,0.47,-32.25316,0.27,3,13574,4.29,1,2.91262952808,0.0,0.0
1639,J174605.2-320608,CXB406,266.52187,0.42,-32.10246,0.27,3,13572,2.31,1,1.84364062871,0.0,0.0
1640,J174547.4-320240,CXB407,266.44784,0.42,-32.04461,0.23,3,13572,4.08,1,2.76873811832,0.0,0.0
1641,J174436.2-315855,CXB408,266.15103,0.16,-31.98218,0.0,3,13575,6.96,1,5.72645708687,0.0,0.0
1642,J174417.5-315210,CXB409,266.073,0.27,-31.86945,0.27,3,13573,1.83,1,1.67460764593,0.0,0.0
1643,J174353.4-320954,CXB410,265.97263,0.42,-32.16504,0.0,3,13578,4.54,1,3.10538415785,0.0,0.0
1644,J173444.0-304331,CXB411,263.68356,0.16,-30.72541,0.27,3,13586,3.09,1,2.19203347781,0.0,0.0
1645,J173311.6-303836,CXB412,263.29869,0.27,-30.64345,0.27,3,13588,4.93,1,3.41552496226,0.0,0.0
1646,J173307.9-302919,CXB413,263.28312,0.41,-30.48863,0.13,3,13585,2.71,1,2.01641036692,0.0,0.0
1647,J173300.4-302805,CXB414,263.25192,0.15,-30.46823,0.0,3,13585,2.31,1,1.84364062871,0.0,0.0
1648,J173244.2-301754,CXB415,263.18427,0.15,-30.29836,0.23,3,13582,3.67,1,2.51153553983,0.0,0.0
1649,J173226.6-303335,CXB416,263.1109,0.81,-30.55978,0.27,3,13585,7.19,1,6.07320432456,0.0,0.0
1650,J173218.3-302152,CXB417,263.07661,0.41,-30.36448,0.35,3,13582,4.53,1,3.09572459496,0.0,0.0
1651,J173154.7-302438,CXB418,262.97816,0.41,-30.41073,0.13,3,13587,4.89,1,3.38637132752,0.0,0.0
1652,J173141.9-303553,CXB419,262.92494,0.68,-30.5981,0.13,3,13587,6.73,1,5.39990840365,0.0,0.0
1653,J173141.8-302358,CXB420,262.92424,0.41,-30.39951,0.61,3,13584,8.01,1,7.52288580053,0.0,0.0
1654,J173135.0-301816,CXB421,262.8962,0.15,-30.30459,0.35,3,13584,2.88,1,2.09005042231,0.0,0.0
1655,J173117.0-301917,CXB422,262.82084,0.41,-30.32154,0.27,3,13584,2.56,1,1.95238591672,0.0,0.0
1656,J175751.6-273948,CXB423,269.46508,0.0,-27.66342,0.23,3,13537,4.59,1,3.14404369687,0.0,0.0
1657,J174359.5-315123,CXB424,265.99797,0.42,-31.85644,0.35,3,13573,4.69,1,3.22146096792,0.0,0.0
